station_id,city,month,days,tmax_median_c,peak_hour_median,daily_range_median_c,warmup_am_median_c,warmup_noon_median_c,late_ramp_median_c,afternoon_dew_median_c,morning_low_ceiling_share,midday_low_ceiling_share,reduced_visibility_share,precip_day_share,late_surge_share,cloud_break_share,dry_mixing_share,humid_sticky_share
LFPG,Paris,9,90,22.0,17.0,8.700000000000001,2.25,3.6000000000000005,1.3999999999999986,12.85,0.2111111111111111,0.16666666666666666,0.13333333333333333,0.34444444444444444,0.3888888888888889,0.011111111111111112,0.15555555555555556,0.0
LFPG,Paris,10,93,19.0,17.0,7.0,1.0,3.1000000000000014,1.0,12.0,0.27956989247311825,0.23655913978494625,0.26881720430107525,0.3870967741935484,0.2903225806451613,0.03225806451612903,0.08602150537634409,0.0
LFPG,Paris,11,86,12.05,15.0,5.4,1.0,2.0,0.0,7.6,0.4418604651162791,0.4069767441860465,0.43023255813953487,0.4418604651162791,0.05813953488372093,0.0,0.0,0.0
LFPG,Paris,12,92,9.0,16.0,4.0,0.0,1.0,0.0,4.0,0.6195652173913043,0.5434782608695652,0.5543478260869565,0.43478260869565216,0.05434782608695652,0.010869565217391304,0.0,0.0
LLBG,Tel Aviv,1,124,19.8,13.5,10.9,6.4,2.8,-1.2,9.6,0.259408602151,0.27688172043,0.064516129032,0.451612903226,0,0.016129032258,0.120967741935,0
LLBG,Tel Aviv,2,113,18.6,13.5,10,5.3,2.2,-0.8,8.6,0.342182890855,0.312684365782,0.035398230088,0.495575221239,0,0.008849557522,0.12389380531,0
LLBG,Tel Aviv,3,120,21,13.5,11.1,6.5,1.9,-0.9,9.4,0.271708683473,0.230555555556,0.058333333333,0.283333333333,0.016666666667,0.008333333333,0.175,0
LLBG,Tel Aviv,4,120,24.5,14,10.7,5.8,2.8,-0.2,12.3,0.257703081232,0.104519774011,0.108333333333,0.125,0.058333333333,0.025,0.191666666667,0.008333333333
LLBG,Tel Aviv,5,124,27,14,10.1,5.2,2.3,-0.2,14.6,0.159891598916,0.108401084011,0.064516129032,0.072580645161,0.048387096774,0.016129032258,0.16935483871,0
LLBG,Tel Aviv,6,120,30.3,14,9,4.9,2.1,-0.2,19.3,0.255555555556,0.0125,0.025,0.025,0.008333333333,0.025,0.075,0
LLBG,Tel Aviv,7,124,32.7,14,9.1,4.9,2.3,-0.2,21.6,0.161202185792,0.013440860215,0.024193548387,0,0,0.008064516129,0.08064516129,0
LLBG,Tel Aviv,8,118,33,14,8.3,4.7,2.3,-0.3,21.8,0.183908045977,0.038793103448,0.008474576271,0.008474576271,0,0.008474576271,0.016949152542,0.008474576271
LLBG,Tel Aviv,9,90,31.9,14,10,5.9,2.7,-0.4,20.2,0.064814814815,0.041198501873,0.011111111111,0.066666666667,0.011111111111,0.011111111111,0.166666666667,0
LLBG,Tel Aviv,10,93,29.5,13.5,10.8,6.4,2.7,-0.7,17.6,0.163082437276,0.098566308244,0.032258064516,0.129032258065,0,0.043010752688,0.129032258065,0
LLBG,Tel Aviv,11,86,26.1,12.5,11.2,7,1.9,-1.7,14.4,0.15503875969,0.141472868217,0.023255813953,0.290697674419,0,0.023255813953,0.151162790698,0
LLBG,Tel Aviv,12,92,22.6,13.5,12.2,7.6,2.7,-1.5,11.6,0.115942028986,0.104395604396,0.04347826087,0.29347826087,0,0,0.184782608696,0.010869565217
LTAC,Ankara,1,124,8.0,16.333333333333332,9.25,2.5,3.75,0.5999999999999996,-1.5,0.3870967741935484,0.33064516129032256,0.6209677419354839,0.21774193548387097,0.24193548387096775,0.04032258064516129,0.0,0.0
LTAC,Ankara,2,113,7.1,16.333333333333332,10.0,3.7,4.0,0.5,-3.0,0.3008849557522124,0.3008849557522124,0.336283185840708,0.168141592920354,0.18584070796460178,0.02654867256637168,0.0,0.0
LTAC,Ankara,3,120,12.0,16.333333333333332,12.0,5.5,3.5,0.5,-1.5,0.19166666666666668,0.20833333333333334,0.18333333333333332,0.21666666666666667,0.20833333333333334,0.016666666666666666,0.13333333333333333,0.0
LTAC,Ankara,4,120,18.0,16.333333333333332,13.0,6.0,3.0,0.5,2.0,0.14166666666666666,0.25,0.05,0.225,0.25833333333333336,0.008333333333333333,0.125,0.0
LTAC,Ankara,5,123,21.0,16.833333333333332,14.0,6.0,3.0,1.0,6.0,0.2032520325203252,0.36585365853658536,0.07317073170731707,0.3170731707317073,0.34146341463414637,0.0,0.17073170731707318,0.0
LTAC,Ankara,6,120,27.0,16.833333333333332,15.0,6.0,3.0,1.0,9.0,0.058333333333333334,0.21666666666666667,0.041666666666666664,0.25,0.325,0.008333333333333333,0.275,0.0
LTAC,Ankara,7,124,31.0,17.333333333333332,15.5,6.25,3.5,1.0,8.0,0.016129032258064516,0.12903225806451613,0.0,0.10483870967741936,0.4435483870967742,0.0,0.33064516129032256,0.0
LTAC,Ankara,8,116,32.0,17.083333333333332,14.75,6.5,3.5,1.5,8.25,0.008620689655172414,0.06896551724137931,0.008620689655172414,0.034482758620689655,0.47413793103448276,0.0,0.29310344827586204,0.0
LTAC,Ankara,9,90,27.0,16.333333333333332,14.0,7.5,4.0,1.0,7.0,0.06666666666666667,0.1,0.05555555555555555,0.12222222222222222,0.2777777777777778,0.0,0.3,0.0
LTAC,Ankara,10,93,20.0,15.833333333333334,15.0,8.0,4.0,0.5,4.0,0.0967741935483871,0.06451612903225806,0.021505376344086023,0.053763440860215055,0.11827956989247312,0.010752688172043012,0.1935483870967742,0.0
LTAC,Ankara,11,86,14.0,15.833333333333334,12.2,4.5,3.5,0.0,3.0,0.2558139534883721,0.26744186046511625,0.29069767441860467,0.18604651162790697,0.05813953488372093,0.0,0.011627906976744186,0.0
LTAC,Ankara,12,92,9.0,15.833333333333334,8.0,2.0,3.0,0.0,2.0,0.4782608695652174,0.41304347826086957,0.6413043478260869,0.2608695652173913,0.06521739130434782,0.06521739130434782,0.0,0.0
NZWN,Wellington,1,124,21.0,16.5,6.0,2.0,1.5,0.0,14.0,0.4032258064516129,0.2661290322580645,0.1693548387096774,0.0,0.25,0.024193548387096774,0.11290322580645161,0.024193548387096774
NZWN,Wellington,2,113,22.0,16.0,6.0,2.0,1.5,0.0,14.0,0.4336283185840708,0.3008849557522124,0.20353982300884957,0.0,0.168141592920354,0.07079646017699115,0.07964601769911504,0.035398230088495575
NZWN,Wellington,3,121,20.0,16.0,5.0,1.5,1.5,0.0,13.0,0.4297520661157025,0.3305785123966942,0.23140495867768596,0.0,0.21487603305785125,0.049586776859504134,0.08264462809917356,0.0
NZWN,Wellington,4,119,18.0,15.0,5.0,2.0,1.0,-0.5,11.5,0.3277310924369748,0.29411764705882354,0.20168067226890757,0.0,0.03361344537815126,0.01680672268907563,0.05042016806722689,0.01680672268907563
NZWN,Wellington,5,124,16.0,15.0,5.0,1.5,1.0,-0.5,10.0,0.3951612903225806,0.31451612903225806,0.27419354838709675,0.0,0.04032258064516129,0.04032258064516129,0.03225806451612903,0.0
NZWN,Wellington,6,120,14.0,14.5,5.0,1.0,1.0,-0.5,8.5,0.4,0.3,0.23333333333333334,0.0,0.058333333333333334,0.008333333333333333,0.016666666666666666,0.0
NZWN,Wellington,7,124,13.0,15.5,5.0,1.5,1.0,-0.5,8.0,0.3548387096774194,0.3467741935483871,0.29838709677419356,0.0,0.04838709677419355,0.008064516129032258,0.024193548387096774,0.0
NZWN,Wellington,8,118,13.0,15.5,4.5,1.25,1.0,-0.5,7.0,0.4745762711864407,0.4830508474576271,0.2627118644067797,0.0,0.05084745762711865,0.01694915254237288,0.0423728813559322,0.0
NZWN,Wellington,9,90,15.0,15.0,5.0,2.0,1.0,-0.5,8.75,0.36666666666666664,0.4,0.2222222222222222,0.0,0.07777777777777778,0.022222222222222223,0.07777777777777778,0.0
NZWN,Wellington,10,93,16.0,16.5,5.0,2.0,1.5,0.0,9.0,0.45161290322580644,0.43010752688172044,0.21505376344086022,0.0,0.12903225806451613,0.053763440860215055,0.11827956989247312,0.0
NZWN,Wellington,11,87,18.0,16.0,5.0,2.0,1.0,0.0,11.5,0.5057471264367817,0.3563218390804598,0.1839080459770115,0.0,0.1839080459770115,0.04597701149425287,0.04597701149425287,0.0
NZWN,Wellington,12,93,20.0,16.0,5.0,1.5,1.0,0.0,14.0,0.4838709677419355,0.3548387096774194,0.23655913978494625,0.0,0.17204301075268819,0.07526881720430108,0.07526881720430108,0.03225806451612903
RJTT,Tokyo,1,124,10,14.4,6,2.4,1.5,-0.2,-1.9,0.364711575687,0.363818484383,0.064516129032,0.258064516129,0.056451612903,0.008064516129,0,0
RJTT,Tokyo,2,113,10,14.4,6,2.6,1.6,-0.2,-1.8,0.434295547127,0.401162382357,0.070796460177,0.300884955752,0.026548672566,0.008849557522,0.017699115044,0
RJTT,Tokyo,3,121,14,14.1,7,2.2,1.5,0,4.4,0.486800511165,0.466303187942,0.206611570248,0.520661157025,0.03305785124,0.03305785124,0.00826446281,0
RJTT,Tokyo,4,119,20,13.8,7,2.2,1.3,-0.3,11.5,0.537030196694,0.478991596639,0.226890756303,0.487394957983,0.008403361345,0.008403361345,0.016806722689,0.016806722689
RJTT,Tokyo,5,124,23,13.8,6.5,2,1.3,-0.5,14.4,0.554166666667,0.495160665892,0.201612903226,0.459677419355,0.008064516129,0.008064516129,0.008064516129,0.096774193548
RJTT,Tokyo,6,120,27,13.5,6,1.8,1.3,-0.7,20,0.556302521008,0.432404100529,0.241666666667,0.458333333333,0.016666666667,0.008333333333,0,0.4
RJTT,Tokyo,7,124,32,13.2,6,2.2,1.2,-1,23.9,0.460714285714,0.32363671275,0.161290322581,0.411290322581,0,0.008064516129,0,0.564516129032
RJTT,Tokyo,8,118,33,13,6,2.2,0.8,-0.8,25.1,0.513392857143,0.356273291925,0.177966101695,0.398305084746,0.016949152542,0,0,0.593220338983
RJTT,Tokyo,9,90,29,13.2,5,2,1,-0.7,23.4,0.638041733547,0.493827160494,0.233333333333,0.5,0,0,0,0.733333333333
RJTT,Tokyo,10,93,23,14,6,2.3,1.2,-0.2,14.6,0.548387096774,0.553571428571,0.193548387097,0.440860215054,0,0,0,0.193548387097
RJTT,Tokyo,11,87,18,13.8,6,2.3,1.3,-0.3,9.3,0.446113847838,0.416251384275,0.114942528736,0.333333333333,0.011494252874,0,0.011494252874,0.011494252874
RJTT,Tokyo,12,93,13,14.2,7,2.4,1.7,-0.3,1.1,0.340885816692,0.281625258799,0.021505376344,0.150537634409,0.032258064516,0,0,0
RKSI,Seoul,1,124,3.0,16.0,7.0,2.0,2.0,0.0,-7.0,0.2661290322580645,0.3064516129032258,0.27419354838709675,0.0,0.21774193548387097,0.008064516129032258,0.016129032258064516,0.0
RKSI,Seoul,2,113,5.0,15.5,8.0,3.0,2.5,0.0,-4.5,0.19469026548672566,0.18584070796460178,0.30973451327433627,0.0,0.22123893805309736,0.035398230088495575,0.017699115044247787,0.0
RKSI,Seoul,3,120,11.0,15.0,9.0,3.75,2.5,-0.5,0.5,0.225,0.15833333333333333,0.38333333333333336,0.0,0.11666666666666667,0.1,0.13333333333333333,0.0
RKSI,Seoul,4,119,17.0,14.5,9.0,4.0,2.0,-1.0,5.5,0.24369747899159663,0.17647058823529413,0.35294117647058826,0.0,0.05042016806722689,0.025210084033613446,0.12605042016806722,0.0
RKSI,Seoul,5,124,22.0,14.5,8.0,3.5,1.5,-1.0,11.5,0.22580645161290322,0.1693548387096774,0.25806451612903225,0.0,0.07258064516129033,0.0,0.06451612903225806,0.008064516129032258
RKSI,Seoul,6,120,25.0,15.0,7.0,3.0,1.5,-0.5,18.0,0.4,0.26666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.008333333333333333,0.0,0.3333333333333333
RKSI,Seoul,7,124,29.0,15.5,6.0,2.5,1.0,0.0,23.5,0.46774193548387094,0.3709677419354839,0.3629032258064516,0.0,0.12903225806451613,0.008064516129032258,0.0,0.8387096774193549
RKSI,Seoul,8,118,30.0,15.5,6.0,2.0,1.5,0.0,24.0,0.2966101694915254,0.23728813559322035,0.13559322033898305,0.0,0.15254237288135594,0.0,0.0,0.8135593220338984
RKSI,Seoul,9,90,27.0,15.5,7.0,3.0,2.0,0.0,19.0,0.18888888888888888,0.2,0.1111111111111111,0.0,0.1111111111111111,0.022222222222222223,0.011111111111111112,0.43333333333333335
RKSI,Seoul,10,93,20.0,15.5,8.0,3.25,2.0,0.0,11.0,0.13978494623655913,0.15053763440860216,0.13978494623655913,0.0,0.12903225806451613,0.010752688172043012,0.010752688172043012,0.021505376344086023
RKSI,Seoul,11,87,14.0,15.0,8.0,2.5,2.0,-0.5,4.25,0.22988505747126436,0.1839080459770115,0.21839080459770116,0.0,0.08045977011494253,0.05747126436781609,0.011494252873563218,0.0
RKSI,Seoul,12,93,4.0,15.5,7.0,2.0,2.0,0.0,-6.5,0.3118279569892473,0.3225806451612903,0.16129032258064516,0.0,0.15053763440860216,0.021505376344086023,0.0,0.0
SAEZ,Buenos Aires,1,124,31.15,16.0,12.0,4.9,3.5999999999999996,1.0999999999999979,13.7,0.18548387096774194,0.1935483870967742,0.08870967741935484,0.11290322580645161,0.25,0.024193548387096774,0.1693548387096774,0.1532258064516129
SAEZ,Buenos Aires,2,113,30.0,16.0,12.0,4.800000000000001,3.3249999999999993,1.1999999999999993,15.15,0.23893805309734514,0.25663716814159293,0.17699115044247787,0.168141592920354,0.3185840707964602,0.008849557522123894,0.22123893805309736,0.24778761061946902
SAEZ,Buenos Aires,3,120,27.0,16.0,11.0,4.399999999999999,3.1499999999999986,1.0,15.35,0.23333333333333334,0.23333333333333334,0.18333333333333332,0.18333333333333332,0.26666666666666666,0.008333333333333333,0.058333333333333334,0.24166666666666667
SAEZ,Buenos Aires,4,120,22.15,16.0,11.0,4.225000000000001,3.4750000000000005,0.8000000000000007,12.05,0.25833333333333336,0.3,0.375,0.20833333333333334,0.15,0.025,0.025,0.03333333333333333
SAEZ,Buenos Aires,5,124,18.15,15.0,10.450000000000001,2.8000000000000007,3.9499999999999993,0.4499999999999993,8.75,0.33064516129032256,0.2903225806451613,0.4112903225806452,0.12903225806451613,0.04838709677419355,0.024193548387096774,0.008064516129032258,0.04838709677419355
SAEZ,Buenos Aires,6,120,16.0,16.0,10.25,2.599999999999999,4.125000000000001,0.7750000000000004,6.025,0.31666666666666665,0.25,0.43333333333333335,0.041666666666666664,0.2,0.041666666666666664,0.05,0.016666666666666666
SAEZ,Buenos Aires,7,124,15.25,16.0,10.0,2.0,4.35,0.8999999999999986,6.8,0.33064516129032256,0.24193548387096775,0.3870967741935484,0.08870967741935484,0.1935483870967742,0.07258064516129033,0.04032258064516129,0.0
SAEZ,Buenos Aires,8,117,16.8,16.0,10.8,3.600000000000001,3.8499999999999996,0.875,5.1,0.3076923076923077,0.3418803418803419,0.2905982905982906,0.11965811965811966,0.28205128205128205,0.008547008547008548,0.05982905982905983,0.0
SAEZ,Buenos Aires,9,90,20.3,16.0,12.0,4.987499999999999,3.599999999999998,0.7499999999999982,6.325,0.16666666666666666,0.2111111111111111,0.17777777777777778,0.1,0.15555555555555556,0.011111111111111112,0.16666666666666666,0.011111111111111112
SAEZ,Buenos Aires,10,93,23.5,16.0,12.000000000000002,5.400000000000002,3.5500000000000007,0.8000000000000007,9.8,0.23655913978494625,0.24731182795698925,0.15053763440860216,0.10752688172043011,0.1935483870967742,0.03225806451612903,0.1935483870967742,0.03225806451612903
SAEZ,Buenos Aires,11,87,27.3,16.0,12.0,5.0,3.0,0.8500000000000014,11.4,0.19540229885057472,0.14942528735632185,0.16091954022988506,0.12643678160919541,0.21839080459770116,0.0,0.1839080459770115,0.022988505747126436
SAEZ,Buenos Aires,12,93,29.0,17.0,12.100000000000001,4.699999999999999,3.1999999999999993,1.3500000000000014,11.7,0.20430107526881722,0.15053763440860216,0.07526881720430108,0.13978494623655913,0.3763440860215054,0.03225806451612903,0.24731182795698925,0.07526881720430108
SBGR,Sao Paulo,1,124,29.0,14.0,9.0,4.0,2.0,-1.0,19.0,0.5564516129032258,0.6209677419354839,0.25,0.0,0.12903225806451613,0.0,0.0,0.4435483870967742
SBGR,Sao Paulo,2,113,29.0,15.0,10.0,4.0,3.0,-1.0,19.0,0.4336283185840708,0.5575221238938053,0.17699115044247787,0.0,0.17699115044247787,0.0,0.0,0.48672566371681414
SBGR,Sao Paulo,3,120,29.5,15.0,10.0,5.0,3.0,-0.5,19.0,0.5416666666666666,0.5083333333333333,0.19166666666666668,0.0,0.19166666666666668,0.0,0.0,0.425
SBGR,Sao Paulo,4,119,26.0,15.0,9.0,3.5,3.0,0.0,17.0,0.6554621848739496,0.6218487394957983,0.25210084033613445,0.0,0.18487394957983194,0.03361344537815126,0.0,0.21008403361344538
SBGR,Sao Paulo,5,123,24.0,15.0,10.0,3.5,4.0,0.0,14.0,0.5528455284552846,0.44715447154471544,0.23577235772357724,0.0,0.2601626016260163,0.0,0.032520325203252036,0.0
SBGR,Sao Paulo,6,120,24.0,15.0,12.0,4.0,4.0,0.0,12.0,0.4583333333333333,0.3333333333333333,0.36666666666666664,0.0,0.3,0.016666666666666666,0.03333333333333333,0.0
SBGR,Sao Paulo,7,124,23.5,16.0,11.0,3.25,5.0,0.0,11.0,0.532258064516129,0.3790322580645161,0.3709677419354839,0.0,0.3790322580645161,0.06451612903225806,0.024193548387096774,0.0
SBGR,Sao Paulo,8,116,26.0,15.0,12.0,4.0,5.0,0.0,10.0,0.5431034482758621,0.43103448275862066,0.29310344827586204,0.0,0.3448275862068966,0.034482758620689655,0.09482758620689655,0.0
SBGR,Sao Paulo,9,90,28.0,15.0,13.0,4.0,4.0,0.0,14.0,0.5,0.3111111111111111,0.3111111111111111,0.0,0.24444444444444444,0.07777777777777778,0.1111111111111111,0.0
SBGR,Sao Paulo,10,93,27.0,14.0,10.0,3.5,3.0,-1.0,17.0,0.6021505376344086,0.46236559139784944,0.34408602150537637,0.0,0.16129032258064516,0.021505376344086023,0.021505376344086023,0.15053763440860216
SBGR,Sao Paulo,11,86,27.0,14.0,10.0,4.0,3.0,-1.0,16.5,0.6627906976744186,0.5465116279069767,0.19767441860465115,0.0,0.046511627906976744,0.023255813953488372,0.0,0.1744186046511628
SBGR,Sao Paulo,12,92,28.0,14.0,10.0,4.0,3.0,-1.0,19.0,0.5760869565217391,0.6304347826086957,0.14130434782608695,0.0,0.15217391304347827,0.0,0.021739130434782608,0.31521739130434784
VHHH,Hong Kong,1,124,21,14.3,5,1.8,1.3,0.1,10.7,0.410813492063,0.372203020993,0.088709677419,0.225806451613,0.032258064516,0,0,0.016129032258
VHHH,Hong Kong,2,113,21,14.5,5,1.5,1.4,0.1,12.1,0.615373711834,0.533572130917,0.176991150442,0.318584070796,0.017699115044,0,0,0.044247787611
VHHH,Hong Kong,3,121,25,14,6,2.1,1.3,-0.1,16.1,0.55829387928,0.521455318724,0.198347107438,0.338842975207,0.03305785124,0.00826446281,0,0.239669421488
VHHH,Hong Kong,4,119,28,14,5,1.9,1,-0.2,21,0.60524815987,0.555751694617,0.168067226891,0.411764705882,0.016806722689,0.008403361345,0,0.428571428571
VHHH,Hong Kong,5,124,29.2,14,4.5,1.6,0.9,-0.3,22.6,0.570336018282,0.601241164118,0.258064516129,0.524193548387,0.008064516129,0,0,0.532258064516
VHHH,Hong Kong,6,120,32,14,4.5,1.5,0.8,-0.2,24.7,0.593036594362,0.658776616902,0.441666666667,0.725,0,0,0,0.733333333333
VHHH,Hong Kong,7,124,33.8,14.5,5,1.7,1.1,-0.1,24.7,0.389333397469,0.407206827671,0.322580645161,0.532258064516,0.032258064516,0,0,0.346774193548
VHHH,Hong Kong,8,118,32.7,14.3,5,1.5,1.1,0.1,24.8,0.400178884953,0.491914033116,0.305084745763,0.610169491525,0.025423728814,0,0,0.533898305085
VHHH,Hong Kong,9,90,33,14.6,5,2.2,1.2,0,23.6,0.342044846539,0.376328693093,0.2,0.433333333333,0.011111111111,0,0,0.3
VHHH,Hong Kong,10,93,30,14,5,2.1,1.3,-0.2,19,0.261280542179,0.311239119304,0.032258064516,0.182795698925,0.010752688172,0,0,0.10752688172
VHHH,Hong Kong,11,87,27,14,5,1.7,1.1,-0.2,18.7,0.457951770452,0.47342192691,0.080459770115,0.35632183908,0.011494252874,0,0,0.310344827586
VHHH,Hong Kong,12,93,21,14.8,5,1.7,1.6,0.3,9,0.359881388453,0.285347653554,0.05376344086,0.161290322581,0.05376344086,0,0,0.043010752688
VILK,Lucknow,1,124,18.9,14.5,9.600000000000001,2.0,4.0,0.5,11.0,0.3387096774193548,0.12903225806451613,0.9838709677419355,0.16129032258064516,0.20161290322580644,0.20161290322580644,0.016129032258064516,0.0
VILK,Lucknow,2,112,26.6,14.5,14.1,8.0,4.0,0.5,12.2,0.044642857142857144,0.017857142857142856,0.9910714285714286,0.07142857142857142,0.07142857142857142,0.044642857142857144,0.16964285714285715,0.0
VILK,Lucknow,3,120,31.8,14.5,15.0,8.5,3.5,0.5,14.0,0.0,0.0,1.0,0.075,0.06666666666666667,0.0,0.48333333333333334,0.0
VILK,Lucknow,4,119,38.2,14.5,15.100000000000001,8.0,3.5,0.5,12.75,0.0,0.03361344537815126,0.9831932773109243,0.058823529411764705,0.14285714285714285,0.0,0.6050420168067226,0.0
VILK,Lucknow,5,124,38.2,14.5,12.0,5.0,3.5,1.0,20.5,0.024193548387096774,0.16129032258064516,1.0,0.16129032258064516,0.23387096774193547,0.008064516129032258,0.1774193548387097,0.04032258064516129
VILK,Lucknow,6,120,39.4,14.5,10.55,4.5,3.0,0.5,23.0,0.058333333333333334,0.3,0.9833333333333333,0.25,0.25,0.0,0.06666666666666667,0.35833333333333334
VILK,Lucknow,7,124,34.5,14.5,6.699999999999999,2.0,2.0,0.5,27.0,0.12096774193548387,0.6612903225806451,1.0,0.6209677419354839,0.1532258064516129,0.0,0.0,0.9838709677419355
VILK,Lucknow,8,116,33.4,14.5,6.600000000000001,2.5,1.5,0.0,27.0,0.2413793103448276,0.6551724137931034,1.0,0.7413793103448276,0.11206896551724138,0.0,0.0,0.9568965517241379
VILK,Lucknow,9,90,33.0,14.5,7.300000000000001,3.0,1.5,0.0,25.5,0.24444444444444444,0.7222222222222222,1.0,0.5888888888888889,0.05555555555555555,0.0,0.0,0.7666666666666667
VILK,Lucknow,10,93,32.5,14.5,10.899999999999999,6.0,2.5,-0.5,21.0,0.053763440860215055,0.26881720430107525,0.978494623655914,0.13978494623655913,0.0,0.0,0.053763440860215055,0.08602150537634409
VILK,Lucknow,11,88,28.2,14.5,12.7,7.5,3.5,-0.5,14.0,0.0,0.011363636363636364,0.9772727272727273,0.022727272727272728,0.0,0.0,0.045454545454545456,0.0
VILK,Lucknow,12,90,24.0,14.5,13.0,6.85,4.0,-0.5,11.325,0.06666666666666667,0.03333333333333333,0.9888888888888889,0.07777777777777778,0.06666666666666667,0.03333333333333333,0.022222222222222223,0.0
WSSS,Singapore,1,124,30.7,14,5.8,2.5,1.8,-0.2,23.8,0.41610459433,0.439618535586,0.322580645161,0.572580645161,0.008064516129,0,0,0.741935483871
WSSS,Singapore,2,113,31.2,14,6.6,2.7,2.1,-0.2,23.7,0.395863183031,0.360558959232,0.238938053097,0.433628318584,0,0,0,0.575221238938
WSSS,Singapore,3,121,32,14.5,6.6,2.8,2,-0.3,24,0.404845060777,0.428040913335,0.347107438017,0.545454545455,0,0,0,0.578512396694
WSSS,Singapore,4,119,32.2,13.5,7,3,1.4,-0.5,24.5,0.3220627645,0.368836322408,0.428571428571,0.63025210084,0,0,0,0.638655462185
WSSS,Singapore,5,124,32.5,14,6,2.4,1.3,-0.2,24.8,0.372781825221,0.361617740886,0.314516129032,0.483870967742,0.016129032258,0,0,0.612903225806
WSSS,Singapore,6,120,32,14,6,2.2,1.4,0.1,24.4,0.385953169146,0.432751924002,0.333333333333,0.55,0,0,0,0.75
WSSS,Singapore,7,124,32,14.2,5.5,1.9,1.4,-0,24.4,0.365923637295,0.372337720523,0.25,0.395161290323,0,0,0,0.717741935484
WSSS,Singapore,8,118,31.8,14,5.5,1.9,1.2,-0.2,24,0.435405781958,0.440776297457,0.296610169492,0.533898305085,0,0,0,0.652542372881
WSSS,Singapore,9,90,31.7,13.9,5.7,2.1,1.4,-0.2,23.9,0.44531835206,0.473033108867,0.255555555556,0.488888888889,0,0,0,0.611111111111
WSSS,Singapore,10,93,32.1,14,6.4,2.6,1.4,-0.2,23.9,0.373127746162,0.404604356217,0.344086021505,0.612903225806,0,0,0,0.505376344086
WSSS,Singapore,11,87,31.5,13,7,3.1,1.3,-0.8,24.3,0.402424997483,0.528478433711,0.436781609195,0.816091954023,0,0,0,0.689655172414
WSSS,Singapore,12,93,31,13.5,6,2.6,1.5,-0.7,24.2,0.513936856794,0.496519543259,0.397849462366,0.720430107527,0.010752688172,0,0,0.860215053763
ZSPD,Shanghai,1,124,10.5,13.4,7,3,1.3,-1.1,0.9,0.235215053763,0.275537634409,0.403225806452,0.282258064516,0,0.008064516129,0.064516129032,0
ZSPD,Shanghai,2,113,9,13.5,6,2.2,1,-0.8,1.3,0.333368450625,0.379056047198,0.362831858407,0.398230088496,0,0,0.026548672566,0
ZSPD,Shanghai,3,121,15,13.5,8,3,1.5,-1.2,5.7,0.301044634378,0.24824929972,0.330578512397,0.371900826446,0,0,0.132231404959,0
ZSPD,Shanghai,4,119,21,13.2,9,3.2,1.5,-1.3,11.6,0.334370111681,0.258303321329,0.310924369748,0.336134453782,0.008403361345,0.008403361345,0.100840336134,0.025210084034
ZSPD,Shanghai,5,124,25,13.2,7,3,0.8,-1,15.6,0.263646922184,0.221409214092,0.314516129032,0.33064516129,0.016129032258,0,0.104838709677,0.193548387097
ZSPD,Shanghai,6,120,28,13.5,6.5,2.4,1.1,-0.5,22.2,0.368667466987,0.339500661376,0.4,0.491666666667,0,0,0.025,0.541666666667
ZSPD,Shanghai,7,124,33,13.5,7,2.5,1.2,-0.8,25.9,0.202755376344,0.267697132616,0.201612903226,0.33064516129,0,0,0,0.524193548387
ZSPD,Shanghai,8,118,34,13.2,7,3,1,-1,25.3,0.155747126437,0.19486863711,0.067796610169,0.186440677966,0,0,0,0.389830508475
ZSPD,Shanghai,9,90,29,12.5,5,2.2,0.7,-1.2,22.9,0.318518518519,0.332288359788,0.188888888889,0.344444444444,0,0,0,0.588888888889
ZSPD,Shanghai,10,93,23,12.6,7,2.7,0.7,-1.5,14.8,0.220304975923,0.287250384025,0.204301075269,0.311827956989,0,0,0,0.118279569892
ZSPD,Shanghai,11,87,20,12.5,7,3.2,0.9,-1.5,10.1,0.246124031008,0.261627906977,0.287356321839,0.275862068966,0,0,0.057471264368,0.045977011494
ZSPD,Shanghai,12,93,11,13.2,6,3.3,1.2,-1.3,0.5,0.194793301936,0.236050724638,0.236559139785,0.236559139785,0,0,0.075268817204,0
